repo,title,body,labels,is_beginner_friendly
ArduPilot/ardupilot,SITL: AP_Camera object,"### Feature request

**Is your feature request related to a problem? Please describe.**
We should add a camera object like for SPRAYER and GRIPPER but for CAMERA.
","['SITL', 'good first issue']",1
ArduPilot/ardupilot,Rover : Forward to waypoint # when failsafe triggered,"#### Issue details
_Please describe the problem, or desired feature_
Current only have RTL, hold etc., it is great if it can be set a waypoint# when failsafe triggered
#### Version
_What version was the issue encountered with_
Rover3.3
#### Platform
[  ] All
[  ] AntennaTracker
[  ] Copter
[  ] Plane
[x  ] Rover
[  ] Submarine

#### Airframe type
_What type of airframe (flying wing, glider, hex, Y6, octa etc)_

#### Hardware type
_What autopilot hardware was used? (pixhawk, pixracer, PX4FMU etc)_
Pixhawk 2.1
#### Logs
_Please provide a link to any relevant logs that show the issue_

","['Enhancement', 'Rover', 'good first issue']",1
ArduPilot/ardupilot,AP_RangeFinder: TerraRangeI2C should use non-block semaphore in update(),"As discussed in [this PR related to the Maxbotix I2C rangefinder driver](https://github.com/ArduPilot/ardupilot/pull/8471), the TeraRangerI2C driver should take use semaphore using non-blocking instead of BLOCK_FOREVER from within the [update function](https://github.com/ArduPilot/ardupilot/blob/master/libraries/AP_RangeFinder/AP_RangeFinder_TeraRangerI2C.cpp#L156).

The reason is that the update() function is called from the mainloop so in the unlikely case that the I/O thread locks up, this would cause the main thread to also lockup.  Of course, the I/O thread locking up would likely lead to a crash anyway as I think we would not receive updates from the main IMU either.","['Library', 'good first issue']",1
ArduPilot/ardupilot,Copter: add pre-arm check if frame can't find the output for a motor,"In Copter-3.5 (and higher) the AP_Motors library requires that the SERVOx_FUNCTION be set for each motor.  Although these parameter default to good values, it's possible that a user could mess up the SERVOx_FUNCTION settings so that there are no defined outputs for some motors.  We should raise a pre-arm check failure in such cases.","['Enhancement', 'Copter', 'good first issue']",1
ArduPilot/ardupilot,Copter: vehicle may backup if mission with takeoff as first command is initiated,"Try this in the simulator:

- set up a mission with a take-off command to 50m followed by a waypoint command
- set MIS_RESTART = 1
- arm and takeoff in stabilize or loiter, fly the vehicle forward at a reasonably fast speed but do not climb above 50m
- initiate AUTO
- the take-off command sets a horizontal target based on the vehicle's position at the moment the take-off command was initiated.  If the vehicle is moving horizontally it will continue flying forward for a bit but then slow and return to where it was.

The solution is that if the vehicle is not-landed, the take-off command should use the horizontal stopping point as it's target instead of the current horizontal position.","['BUG', 'Copter', 'good first issue']",1
ArduPilot/ardupilot,SITL: reimplement the -P command ,"#### Issue details
The use of -P is broken as the parameter is erase when the default param file is loaded. 
See @OXINARF comments on for an initial solution https://github.com/ArduPilot/ardupilot/pull/6040
","['Enhancement', 'SITL', 'good first issue']",1
ArduPilot/ardupilot,Plane: Landing permanently disable geofence,"#### Issue details
Once you begin a landing sequence the geofence can be disabled ( https://github.com/ArduPilot/ardupilot/blob/649ef0fc1614cacf823115cf8433319a4f8da563/ArduPlane/commands_logic.cpp#L404 ) but if you abort the landing or change modes for any reason the fence is never re enabled. (This is not related to AP_Landing changes, and is a pre existing bug)

#### Version
Master

#### Platform
[  ] All
[  ] AntennaTracker
[  ] Copter
[ x ] Plane
[  ] Rover

EDIT: Updated the link to the code to be useful/correct.","['BUG', 'Plane', 'Safety', 'good first issue']",1
ArduPilot/ardupilot,MAVlink library prevents OSD from receiving RSSI from 3DR modems,"#### Issue details
file https://github.com/ArduPilot/ardupilot/blob/master/libraries/GCS_MAVLink/MAVLink_routing.cpp

lines starting 103

```
if (msg->msgid == MAVLINK_MSG_ID_RADIO ||
        msg->msgid == MAVLINK_MSG_ID_RADIO_STATUS) {
        // don't forward RADIO packets
        return true;
    }
```

this code fully filters out MAVLINK_MSG_ID_RADIO_STATUS and MAVLINK_MSG_ID_RADIO messages so no one module (and OSD too) can't see RSSI from 3DR modems.

So in Copter 3.1 3DR RSSI is working, and definitely not working on Copter 3.3/3.4. All OSD users logically [consider](https://www.rcgroups.com/forums/showpost.php?p=36273947&postcount=1861) that it is problem of OSD itself

This messages should be filtered out only on port from which they are comes, and be routed to all another MAVlink ports. Or even better to route this message to all ports and filter them out in 3DR modem firmware.","['Enhancement', 'Library', 'MAVLink', 'good first issue']",1
ArduPilot/ardupilot,handle_mission_write_partial_list is too strict,"#### Issue details

Currently `GCSCommon.cpp@handle_mission_write_partial_list` checks if the partial waypoint list is inside the current mission count boundary unnecessarily. This limits the utility of partial waypoint writing modifications because we can never expand the mission count.

A very simple case is appending a waypoint to a waypoint list. As far as I know a full rewrite of the mission plan would be required because the only other way to change the waypoint list is sending a `mavlink_msg_mission_count*` message with the previous mission count plus one. This is exactly what a partial list is for.

Removing the upper bound checks would not result in a problem because `GCS_Common.cpp@GCS_MAVLINK::handle_mission_item:839` already handles the case where the mission seq is bigger than mission.num_commands().

Am I wrong in these assumptions? If theoretically there is no problem I can produce a patch removing the upper bound checks.
","['Library', 'AllVehicles', 'MAVLink', 'good first issue']",1
ArduPilot/ardupilot,Calibration messages come through as high severity,"For example ""Place vehicle on LEFT side and press any key"" come through at high error severities instead of info level severities. This cause them to pop up as errors in QGroundControl. 
",['good first issue'],1
ArduPilot/ardupilot,Copter: add ch7 ch8 opt for set wp yaw behavior to 0 or 2 in flight,,"['Enhancement', 'Copter', 'good first issue']",1
ArduPilot/ardupilot,Copter: easier test of benchtest the parachute,"At the moment, because of the land-check in the parachute driver (which helps ensure we don't have unintended deployments on the ground near people) it can be difficult for a user to ensure the parachute servo is working during the setup.
We should perhaps clarify the testing procedure on the wiki and/or allow an override of the landing check - perhaps by allowing the mission planner to send a deploy-chute command with a magic number in param2 to specify that the chute should deploy no-matter what!
","['Copter', 'Safety', 'good first issue']",1
ArduPilot/ardupilot,Plane: make throttle slewrates be uint16,"this will help with takeoff throttle slew for catapult launch
","['Enhancement', 'Plane', 'good first issue']",1
ArduPilot/ardupilot,Copter: Pre-Arm Safety Check for Auto Missions,"Hi all,
for safety reasons I suggest a pre-arm check that either disables Auto mode or refuses to arm if the waypoints are further away from the current/home location than a user specified value in meter. 
This would prevent from ""fly aways"" when one accidentally switches to Auto mode and an ""old"" mission is executed which is located some n km away.
Kind regards,
Thorsten
","['Enhancement', 'Copter', 'Safety', 'good first issue']",1
ArduPilot/ardupilot,Copter: Activate buzzer when autolanding / buzzer modes,"AC3 does autolanding in certain failsafe conditions.
For safety reasons and to help locate the copter after a failsafe-induced autolanding, buzzing the buzzer in intervals when in autoland mode would be good. Interval-buzzing is also likely to carry a psychological ""do not touch me""-imperative in case, bywalkers find the copter after a failsafe-induced autolanding.

Buzzer could be controlled by a parameter:
BUZ_WARN: 0=never (only ARM/DISARM beeps), 1=failsafe autolandings, 2=any autolanding (including manual set LAND mode), 3=any failsafe condition
","['Enhancement', 'Copter', 'good first issue']",1
ArduPilot/ardupilot,Copter: ensure visible (led) and verbal (mission planner) warnings appear when Fence is breached,,"['Enhancement', 'NeedAnswer', 'Copter', 'Safety', 'good first issue']",1
ArduPilot/ardupilot,DDS: Vehicle to report SITL state,"ROS visualization and integration with other sensors require the vehicle's actual state rather than the estimated one, especially if we are using cameras or lidars as a measurement for estimating the state itself.

## Feature request

A new publisher `/ap/sim/groundtruth` with a custom message type, published at at least 50Hz in SITL only.

The message could be like:
```
std_msgs/Header header

# Geographic position
float64 latitude    # degrees
float64 longitude   # degrees
float64 altitude    # meters above mean sea level

# Cartesian position in ENU frame relative to home position
geometry_msgs/Vector3 position

# Orientation quaternion in ENU frame
geometry_msgs/Quaternion orientation

# Linear velocity in ENU frame (m/s)
geometry_msgs/Vector3 linear_velocity

# Angular velocity in body frame (rad/s)
geometry_msgs/Vector3 angular_velocity
```

**Platform**
[ x ] All
[  ] AntennaTracker
[  ] Copter
[  ] Plane
[  ] Rover
[  ] Submarine


",[],0
ArduPilot/ardupilot,`LOG_FILE_DSRMROT`: allow to work with replay,"## Feature request

**Is your feature request related to a problem? Please describe.**

Our setup currently uses a CubeOrange+ flight controller paired with a separate system-controller MCU, each with independent logging systems. To troubleshoot recurring EKF issues (such as altitude discontinuities), we have enabled EKF_REPLAY with LOG_DISARMED set to always on, as recommended in the documentation for effective replay functionality.

However, LOG_DISARMED causes the flight controller to continuously log to a single .bin file across multiple flights until reboot is performed. We usually like to separate our system's log per flight. This makes it relatively troublesome to correlate flight controller logs with our system-controller logs on a per-flight basis, as each flight’s data is embedded within one large file rather than segmented by flight event.

At the moment, the workaround that we have done to correlate the flight controller logs and the system controller logs is that we have a separate lua script that captures the current bin file number and transmit it over CAN which is stored in the system controller log. This makes it relatively easier to find the correct flight logs, but the issue where the flight logs gets really big (~300MB or potentially even more) still stands.


**Describe the solution you'd like**
I was wondering if it would be possible that another feature be added where maybe, the log stops being recorded X seconds after the drone is disarmed, and then it creates a new log file afterwards. This would potentially allow us to have 1 log per flight, instead of having multiple flights being recorded (before a reboot is done) in a single bin file which can be quite annoying to analyse.

**Describe alternatives you've considered**
Up until now, to reduce the file size, we performed the following workaround:
- Reboot the flight controller prior to every flight test (not entirely practical once out in the field) to capture one flight per log
- Transmit the current .bin file number over CAN through the use of lua script to simplify the process of finding the corresponding BIN files to the system controller logs. We can then use the timestamps from our system controller logs and the flight controller logs to find the exact flight event.
- Disable INS logging unless necessary to reduce the file size

**Platform**
[  ] All
[  ] AntennaTracker
[x] Copter
[  ] Plane
[  ] Rover
[  ] Submarine
",[],0
ArduPilot/ardupilot,Add support for the u-Blox ZED-X20P GNSS module,"## Feature request

**Is your feature request related to a problem? Please describe.**
No

**Describe the solution you'd like**
Add support for the u-Blox ZED-X20P GNSS module in AP_GPS / UBLOX . 

**Describe alternatives you've considered**
_A clear and concise description of any alternative solutions or features you've considered._

**Platform**
[ X ] All
[  ] AntennaTracker
[  ] Copter
[  ] Plane
[  ] Rover
[  ] Submarine

**Additional context**
This module is the latest version from u-Blox and it supports L1/L2/L5/L6 with RTK. It has current support for u-Blox Point Perfect corrections service (IP and L-band) and future support for in Q1 26 for centimeter positioning with Galileo High Accuracy services delivered via E6b.
",[],0
ArduPilot/ardupilot,DDS: External Odometry overflows the timestamp,"The function AP_DDS_External_Odom::handle_external_odom() converts the reported timestamp from microseconds (uint64) to ms (uint32). This causes an overflow when calculating `time_ms`.

https://github.com/ArduPilot/ardupilot/blob/master/libraries/AP_DDS/AP_DDS_External_Odom.cpp#L42

For example, it remote_time_us = 1769032352500220, time_ms = 3800825856

## Suggestion

We can convert timestamp to time since boot right in place, accepting some minor jitter.

**Platform**
[ x ] All
[  ] AntennaTracker
[  ] Copter
[  ] Plane
[  ] Rover
[  ] Submarine

",[],0
ArduPilot/ardupilot,"RTL_ALT_FINAL is relative to home, not terrain, causing hard landing","## Bug report

**Issue details**
RTL_ALT_FINAL is calculated relative to HOME, even if RTL_TYPE is terrain and TERRAIN is enabled. 
This causes the drone to descend all the way to ground at LAND_SPEED_HIGH if RTL target (RALLY point) is located higher in the terrain relative to HOME and RTL_ALT_FINAL > 0

**Version**
Arducopter 4.5.2 in IRL. Verifired in Arducopter 4.7 in SITL.

**Platform**
[  ] All
[  ] AntennaTracker
[x] Copter
[  ] Plane
[  ] Rover
[  ] Submarine

**Airframe type**
Hex

**Hardware type**
Cube orange

**Logs**
https://www.pahagen.com/ardupilot/00199-2026-01-15_10-34-13.tlog
(RTL start at approx 95% to end. Mode changed to break approx 5 meters above ground to prevent hard landing).
",['Copter'],0
ArduPilot/ardupilot,fix MAV_CMD_DO_START_MAG_CAL autoreboot to only reboot after a successful calibration,"## Feature request
**Is your feature request related to a problem? Please describe.**
`MAV_CMD_DO_START_MAG_CAL` has a autoreboot param which reboots upon any final state of calibration, including failures and user cancellation. This seems unnessicary and incorrect

**Describe the solution you'd like**
patch `MAV_CMD_DO_START_MAG_CAL` param5 (autoreboot) so that setting it only causes a reboot when the calibration succeeds.

**Describe alternatives you've considered**
maintain the legacy reboot behavior if param5 is set to 1, but introduce a ""reboot only on success"" option by passing 2 to param5. I'm curious if this odd reboot behavior has to be preserved or not, as ""fixing"" it is much simpler and doesn't require a new enum to be created for the parameter.

**Platform**
[x] All
[  ] AntennaTracker
[  ] Copter
[  ] Plane
[  ] Rover
[  ] Submarine

**Additional context**
In the calibration code there is a guard for this for the autosave param, but not the reboot param
```
        if (_calibrator[i]->running()) {
            running = true;
        } else if (_cal_autosave && !_cal_saved[i] && _calibrator[i]->get_state().status == CompassCalibrator::Status::SUCCESS) {
            _accept_calibration(uint8_t(i));
        }
```
```
   if (is_calibrating()) {
        _cal_has_run = true;
        return;
    } else if (_cal_has_run && _auto_reboot()) {    // <- no check of status, always reboots even on user cancellation
        hal.scheduler->delay(1000);
        hal.scheduler->reboot();
    }
```

I'm interested in creating a PR to fix this issue, but wanted clarification on which approach is best before starting.",[],0
ArduPilot/ardupilot,Ubuntu 24.04 ROS2 Jazzy build fails fastcdr version,"## Bug report

Setting up Ardupilot on Ubuntu 24.04.03 and ROS2 Jazzy, when I try to run colcon build on the ardupilot_dds_package, the build fails for ROS2 Jazzy giving a fastcdr version mismatch error - 

```
--- stderr: micro_ros_agent
CMake Error at CMakeLists.txt:153 (find_package):
  Could not find a configuration file for package ""fastcdr"" that is
  compatible with requested version ""1"".

  The following configuration files were considered but not accepted:

    /opt/ros/jazzy/lib/cmake/fastcdr/fastcdr-config.cmake, version: 2.2.5
    /usr/local/lib/cmake/fastcdr/fastcdr-config.cmake, version: 2.2.6

```

**Version**
master branch

**Platform**
[  ] All
[  ] AntennaTracker
[  ] Copter
[  ] Plane
[  ] Rover
[  ] Submarine

**Airframe type**
_What type of airframe (flying wing, glider, hex, Y6, octa etc)_

**Hardware type**
_What autopilot hardware was used? (Pixhawk, Cube, Pixracer, Navio2, etc)_

**Logs**

<img width=""1655"" height=""779"" alt=""Image"" src=""https://github.com/user-attachments/assets/f7c3693e-2955-4eab-bd44-46a5b13785e5"" />
",['ROS'],0
ArduPilot/ardupilot,"gimbal_device_id == 0 should control all gimbals, not primary","## Bug report

For the commands listed below, a gimbal device id == 0 is, per the MAVLink spec, intended for *all* gimbal devices.
On current `master`, it sometimes (always?) instead refers to the ""primary"" device.
This seems a simple mistake. This issue's purpose is to fix it.

Because fixing it will cause a change in behavior, the fix should be done concurrent with usage spots. Here are some, please comment below if you know of others:
- MP's 'payload' screen uses a default value of 0. Users expect this to control the primary gimbal, not all. (Perhaps switch default to 1, with a dropdown for user to select ""ALL"" if that's desired.)
- The auto mode similarly defaults to 0. (Perhaps do the same type of fix: default to 1 instead.)

[Related info]
Forum post confirming this is bug: https://discuss.ardupilot.org/t/possible-bug-behavior-for-gimbal-device-id-0-in-ap-mount/141900/2

MAVLink commands it may affect:
- GIMBAL_MANAGER_SET_ATTITUDE (282)
- GIMBAL_MANAGER_SET_PITCHYAW (287)
- GIMBAL_MANAGER_SET_MANUAL_CONTROL (288)
- MAV_CMD_DO_SET_ROI_LOCATION (195)
- MAV_CMD_DO_SET_ROI_WPNEXT_OFFSET (196)
- MAV_CMD_DO_SET_ROI_NONE (197)
- MAV_CMD_DO_SET_ROI_SYSID (198)
- MAV_CMD_DO_GIMBAL_MANAGER_PITCHYAW (1000)
- MAV_CMD_DO_GIMBAL_MANAGER_CONFIGURE (1001)

**Version**
Current master (f18e69a24e075163b419580355d2b164b71f5f31).

**Platform**
[x] All
[  ] AntennaTracker
[  ] Copter
[  ] Plane
[  ] Rover
[  ] Submarine

**Airframe type**
N/A (Is a mavlink + gimbal + AP_Mount issue).

**Hardware type**
N/A

**Logs**
N/A","['BUG', 'Gimbal']",0
ArduPilot/ardupilot,Native Ship / Moving Platform Landing Support for ArduCopter,"Currently, ArduCopter does not provide a native, documented way to land on a moving platform (e.g. ship deck) comparable to the existing Plane / QuadPlane ship landing support.

While Plane has:

SIM_SHIP_ENABLE

Built-in ship simulation

Documented RTL-based landing logic

Official examples and Lua scripts

ArduCopter users must rely on:

External Rover “beacon” vehicles

Undocumented FOLLOW behavior

Custom Lua scripts

Trial-and-error configuration

This makes ship landing with Copter difficult, fragile, and inconsistent, especially in SITL and for research/testing use cases.",[],0
ArduPilot/ardupilot,Bosch BMP581 baro intermittent I2C read errors,"## Bug report

**Issue details**

We are testing Bosch BMP581 as a replacement barometer on Pixhawk 6X due to ICP20100 and BMP388 being discontinued.

It seems like 
	1.	BMP581 works fine on I2C2.
	2.	On I2C4, we see intermittent bad samples that show up as large spikes in pressure or baro altitude. Logic analyzer suggests occasional I2C glitches. This seems like bus reliability or recovery behavior rather than a sensor algorithm issue.

<img width=""813"" height=""265"" alt=""Image"" src=""https://github.com/user-attachments/assets/51068d07-2f27-4fd0-9251-fb634ef2f821"" />
baro0 (i2c4, BMP581 glitches) 

<img width=""770"" height=""328"" alt=""Image"" src=""https://github.com/user-attachments/assets/00904aef-9db4-45f5-bb2a-5e95dd4f2155"" />
Baro1 (I2C2,BMP581, No issue) 

<img width=""1283"" height=""555"" alt=""Image"" src=""https://github.com/user-attachments/assets/e3718308-2979-4f7d-ac88-2d59b1f3a647"" />

**Version**
Master

**Platform**
[ X ] All
[  ] AntennaTracker
[  ] Copter
[  ] Plane
[  ] Rover
[  ] Submarine

**Airframe type**
Copter

**Hardware type**
Holybro PIxhawk 6X

**Logs**
[Log ](https://drive.google.com/file/d/1VpvUOkHgXlUoMBhySO-Vg0Qk_fINYPsm/view?usp=sharing)
",[],0
ArduPilot/ardupilot,speedybeef4v4  failed to initialize MAVFTP when using gps (serial6) + mavlink on (serial3),"ArduCopter 4.6.1, trying 4.6.3 - same result - this config make  - failed to initialize MAVFTP - when connecting to FC. 
Disabling serial 6 - fix problem!

[config.zip](https://github.com/user-attachments/files/24607303/config.zip)",['NeedAnswer'],0
